gl_account_number,gl_account_name,gl_month,gl_year,gl_amount,gl_src,scd_active,scd_start,scd_end
116000000,Other current assets,06,2021,9156615.72,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900100,Interco.elim.offset-Trade receivables,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900200,Interco.elim.offset-Accrued income - Rent,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900250,Interco.elim.offset-Prepaid expenses,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900350,Interco.elim.offset-Contract assets,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900400,Interco.elim.offset-Short-term loans,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
119900000,Other current assets - Intercompany eliminations offset,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
110000000,Total current assets,06,2021,16939472385.07,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121060100,Investment in equity instrument - FVOCI,06,2021,806957866.96,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121060110,Invest in equity instrument - FVOCI - Fair Value adj.,06,2021,330906513.94,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121060000,Investment in equity instrument - FVOCI,06,2021,1137864380.9,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121080210,Derivative assets -Non-current - Foreign excha risk - FV adj,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121080310,Derivative assets -Non-current - Interest risk- FV adj.,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121080000,Derivative assets - Non-current,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
121000000,Other non-current financial assets,06,2021,1137864380.9,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
122010100,Investments in subsidiaries - Cost,06,2021,23659679688.91,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
122010000,Investments in subsidiaries,06,2021,23659679688.91,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
122000000,"Investments in subsidiaries, joint ventures and associates",06,2021,23659679688.91,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020100,Other receivable - Non-current,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020300,Prepaid expenses - Royalty fee & License - Non-current,06,2021,37140192.21,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020310,Prepaid Expense-Rent-Non-current,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020390,Prepaid expenses - Other - Non-current,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020500,Deposits for import duty,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020510,Deposits - Paid - Non-current,06,2021,1585295.73,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123020000,Other receivables - Non-current,06,2021,38725487.94,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
123000000,Other non-current receivables,06,2021,38725487.94,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
125010100,Investment property - Land & Land improvements,06,2021,83405443.47,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
125010110,Accumulated depreciation -IP- Land & Land improvements,06,2021,-51320180.79,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
125010000,Investment property - Land & Land improvements,06,2021,32085262.68,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
125000000,Investment property,06,2021,32085262.68,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126010100,Land,06,2021,17685578.43,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126010200,Land improvements,06,2021,837879345.54,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126010210,Accumulated depreciation  - Land improvements,06,2021,-444864691.91,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126010000,Land and Land improvements,06,2021,410700232.06,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126020100,Building and structures,06,2021,5393447665.24,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126020110,Accumulated depreciation  - Building and structures,06,2021,-2988342309.82,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126020000,Building and structures,06,2021,2405105355.42,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126025100,Machinery and equipment,06,2021,33170086835.430004,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126025110,Accumulated depreciation  - Machinery&equipment,06,2021,-22068857687.22,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126025120,Accumulated impairment - Machinery&equip.,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126025000,Machinery and equipment,06,2021,11101229148.21,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126030100,Transportation equipment,06,2021,111076774.82,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126030110,Accumulated depreciation and - Transportation equipment,06,2021,-68436014.96,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126030000,Transportation equipment,06,2021,42640759.86,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126035100,Office furniture and equipment,06,2021,647776963.79,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126035110,Accumulated depreciation - Office furniture&equipment,06,2021,-549093748.08,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126035000,Office furniture and equipment,06,2021,98683215.71,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126040100,Construction work in progress,06,2021,1000925051.98,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126040000,Construction work in progress,06,2021,1000925051.98,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126060100,ROU - Land and land improvements,06,2021,489979836.32,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126060110,ROU - Accumulated depreciation - Land and land improvements,06,2021,-38574809.23,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126060000,ROU - Land and land improvements,06,2021,451405027.09,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126065100,ROU - Building and structures,06,2021,61510319.61,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126065110,ROU - Accumulated depreciation - Building and structures,06,2021,-38913256.15,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126065000,ROU - Building and structures,06,2021,22597063.46,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126070100,ROU - Plant machinery and equipment,06,2021,9487671.25,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126070110,ROU - Accum. depreciation - Plant machinery and equipment,06,2021,-2450511.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126070000,ROU - Plant machinery and equipment,06,2021,7037159.68,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126075100,ROU - Transportation equipment,06,2021,61789286.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126075110,ROU - Accumulated depreciation - Transportation equipment,06,2021,-24045041.32,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126075000,ROU - Transportation equipment,06,2021,37744245.02,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126080100,ROU - Office furniture and equipment,06,2021,16112943.83,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126080110,ROU - Accum. depreciation - Office furniture and equipment,06,2021,-7812816.99,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126080000,ROU - Office furniture and equipment,06,2021,8300126.84,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
126000000,"Property, plant and equipment",06,2021,15586367385.33,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127010100,Goodwill,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127010000,Goodwill,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127000000,Goodwill,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127110100,Software licenses,06,2021,450287821.27,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127110110,Accumulated amortization - Software licenses,06,2021,-360733233.26,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127110000,Software licenses,06,2021,89554588.01,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127115100,"Patent, copyright and trade secret - Purchase from outside",06,2021,2100000.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127115110,"Accum. Amortize- Patent, copyright & trade secret-Purchase",06,2021,-978657.54,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127115000,"Patent, copyright and trade secret - Purchase from outside",06,2021,1121342.46,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127120100,"Patent, copyright and trade secret - Self development",06,2021,11642625.3,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127120110,"Accum. Amort.-Patent,copyright&trade secret - Self develop",06,2021,-288673.31,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127120000,"Patent, copyright and trade secret - Self development",06,2021,11353951.99,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127130100,Intangible assets from development process (RMA),06,2021,29747289.08,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127130110,Accum. Amortize- Intangible assets from development (RMA),06,2021,-2083069.65,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127130000,Intangible assets from development process (RMA),06,2021,27664219.43,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127135100,Intangible assets work in progress (AUC),06,2021,47525877.27,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127135000,Intangible assets work in progress (AUC),06,2021,47525877.27,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127155100,Intangible Assets - Others,06,2021,1000000.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127155110,Accumulated amortization - Intangible Assets - Others,06,2021,-416226.56,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127155000,Intangible assets - Others,06,2021,583773.44,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
127100000,Other intangible assets,06,2021,177803752.6,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010100,Deferred income tax-Receivables,06,2021,18747838.73,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010150,Deferred income tax-Inventories,06,2021,13944406.41,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010300,"Deferred income tax-Property, plant and equipment",06,2021,1015.13,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010500,Deferred income tax-Employee benefits,06,2021,119797009.28,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010550,Deferred income tax-Provisions,06,2021,36716839.52,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010650,Deferred income tax-Leases-Leasee,06,2021,3302286.4,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010800,Deferred income tax-Derivative,06,2021,3922244.86,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010900,Deferred income tax-Loss carry forward,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010990,Deferred income tax-Others,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010999,Deferred income tax-DTA-Offseting,06,2021,-196431640.33,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128010000,Deferred tax assets,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
128000000,Deferred tax assets,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
120000000,Total non-current assets,06,2021,40632525958.36,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
100000000,Total assets,06,2021,57571998343.43,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
211020100,Short-term borrowings from financial institutions,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
211020200,Promissory notes from financial institutions,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
211020000,Short-term borrowings from financial institutions,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
211000000,Bank overdrafts & ST borrowings from financial institutions,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212010100,Trade payables - Related parties,06,2021,-1651432159.39,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212010200,Trade payables - Other parties,06,2021,-2296763921.4,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212010000,Trade payables,06,2021,-3948196080.79,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020110,"Other payables - Property, plant and equipment",06,2021,-56166811.49,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020190,Other payables - Others,06,2021,-313079253.9,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020200,Employee payables,06,2021,-592220.43,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020310,Accrued interest expenses,06,2021,-12070371.51,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020320,Accrued interest expenses - ROU,06,2021,-1705171.02,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020330,Accrued expenses -  Wages / Bonus / MSP,06,2021,-192325691.94,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020340,Accrued expenses -  Contract labour and Wages from outside,06,2021,-376799.22,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020350,Accrued expenses -  Freight / Delivery expenses,06,2021,-73404248.88,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020360,Accrued expenses -  Rebate,06,2021,-24419739.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020370,Accrued expenses -  Sale promotion / Commission / Royalty,06,2021,-5549814.6,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020390,Accrued exp. - Electric/Power/Water/Insurance/Factory,06,2021,-15801053.37,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020400,Accrued exp. - professional and consultant fee,06,2021,-834500.06,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020420,Accrued expenses - Rent,06,2021,-731890.78,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020450,Accrued expenses -  Tax,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020460,Accrued expenses&Unbilled trade payable-Goods&Services,06,2021,-44558443.45,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020490,Accrued expenses - Others,06,2021,-1674254.47,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020600,Deposits - Received,06,2021,-2515000.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020610,Vendor retention,06,2021,-21320143.28,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020700,Deferred rent income,06,2021,-69999.98,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020900,Revenue Department & Others government tax payble,06,2021,-5038723.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020910,Employee income tax deducted at source,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020920,Income tax deducted at source by company,06,2021,-11894142.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020930,Value added tax (Output tax > Input tax),06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020940,VAT Output Tax-Deferred (Payable),06,2021,-352083.4,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212020000,Other payables,06,2021,-784480357.26,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212030100,Contract liabilities,06,2021,-73222203.45,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212030000,Current contract liabilities,06,2021,-73222203.45,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
212000000,Trade and other current payables,06,2021,-4805898641.5,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
213000200,Current portion of long-term borrowings - other parties,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
213000000,Current portion of long-term borrowings,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
215000100,Current portion AP - Lease liabilities,06,2021,-65890926.04,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
215000110,Current portion deferred interest expense-Lease liabilities,06,2021,21818129.02,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
215000000,Current portion of lease liabilities,06,2021,-44072797.02,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
216000100,Short-term borrowings - Related parties,06,2021,-30233224321.78,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
216000000,Short-term borrowings,06,2021,-30233224321.78,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
217000100,Income tax payable,06,2021,-419972461.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
217000000,Income tax payable,06,2021,-419972461.57,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218010100,Provision accumulated absence,06,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218010000,Current provisions for employee benefits,06,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218020100,Short-term provisions-Contingent Consideration-Investments,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218020000,Other current provisions,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218030210,Derivative liabilities - Foreign exchange risk-FV adj.,06,2021,-19611224.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218030000,Derivative liabilities,06,2021,-19611224.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218090100,Other current liabilities - others,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218090000,Other current liabilities - others,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
218000000,Other current liabilities,06,2021,-42111727.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
219900100,Interco.elim.offset-Trade payables,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
219900200,Interco.elim.offset-Accrued expenses,06,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-06-01,
