gl_account_number,gl_account_name,gl_month,gl_year,gl_amount,gl_src
112000000,Trade and other current receivables,11,2021,5487666629.06,"E0750 - Siam Kraft Industry Co., Ltd."
113020100,Short-term loans - Related parties,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
113020000,Short-term loans,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
113000000,Short-term Loans,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
114010100,Finished goods,11,2021,1284933981.38,"E0750 - Siam Kraft Industry Co., Ltd."
114010110,Accumulated decline in value of finished goods,11,2021,-7627108.16,"E0750 - Siam Kraft Industry Co., Ltd."
114010000,Finished goods,11,2021,1277306873.22,"E0750 - Siam Kraft Industry Co., Ltd."
114020100,Goods in process,11,2021,111299516.74,"E0750 - Siam Kraft Industry Co., Ltd."
114020110,Accumulated decline in value of goods in process,11,2021,-493432.8,"E0750 - Siam Kraft Industry Co., Ltd."
114020000,Goods in process,11,2021,110806083.94,"E0750 - Siam Kraft Industry Co., Ltd."
114030100,Raw materials,11,2021,1803820119.58,"E0750 - Siam Kraft Industry Co., Ltd."
114030110,Accumulated decline in value of raw materials,11,2021,-11232047.08,"E0750 - Siam Kraft Industry Co., Ltd."
114030000,Raw materials,11,2021,1792588072.5,"E0750 - Siam Kraft Industry Co., Ltd."
114040100,Spare parts,11,2021,300479213.83,"E0750 - Siam Kraft Industry Co., Ltd."
114040120,Accumulated other write-down of spare parts,11,2021,-6125395.04,"E0750 - Siam Kraft Industry Co., Ltd."
114040000,Spare parts,11,2021,294353818.79,"E0750 - Siam Kraft Industry Co., Ltd."
114050100,"Stores, supplies and others",11,2021,419979543.78,"E0750 - Siam Kraft Industry Co., Ltd."
114050110,"Accumulated decline in value of stores, supplies and others",11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
114050120,"Accumulated other write-down of stores, supplies and others",11,2021,-2960077.79,"E0750 - Siam Kraft Industry Co., Ltd."
114050000,"Stores, supplies and others",11,2021,417019465.99,"E0750 - Siam Kraft Industry Co., Ltd."
114060100,Goods in transit,11,2021,546928396.44,"E0750 - Siam Kraft Industry Co., Ltd."
114060000,Goods in transit,11,2021,546928396.44,"E0750 - Siam Kraft Industry Co., Ltd."
114000000,Inventories,11,2021,4439002710.88,"E0750 - Siam Kraft Industry Co., Ltd."
115040100,Fixed deposit maturity within 1 year - Amortized cost,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
115040000,Fixed deposit maturity within 1 year - Amortized cost,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
115080210,Derivative assets - Foreign exchange risk - Fair value adj.,11,2021,7387039.54,"E0750 - Siam Kraft Industry Co., Ltd."
115080310,Derivative assets - Interest risk- Fair value adj.,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
115080000,Derivative assets,11,2021,7387039.54,"E0750 - Siam Kraft Industry Co., Ltd."
115000000,Other current financial assets,11,2021,7387039.54,"E0750 - Siam Kraft Industry Co., Ltd."
116010100,Corporate income tax assets - Current Year,11,2021,3335091.66,"E0750 - Siam Kraft Industry Co., Ltd."
116010200,Corporate income tax assets - Prior Year,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
116010000,Corporate income tax assets,11,2021,3335091.66,"E0750 - Siam Kraft Industry Co., Ltd."
116000000,Other current assets,11,2021,3335091.66,"E0750 - Siam Kraft Industry Co., Ltd."
119900100,Interco.elim.offset-Trade receivables,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
119900350,Interco.elim.offset-Contract assets,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
119900000,Other current assets - Intercompany eliminations offset,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
110000000,Total current assets,11,2021,9986395128.45,"E0750 - Siam Kraft Industry Co., Ltd."
121060100,Investment in equity instrument - FVOCI,11,2021,806957866.96,"E0750 - Siam Kraft Industry Co., Ltd."
121060110,Invest in equity instrument - FVOCI - Fair Value adj.,11,2021,351243560.6,"E0750 - Siam Kraft Industry Co., Ltd."
121060000,Investment in equity instrument - FVOCI,11,2021,1158201427.56,"E0750 - Siam Kraft Industry Co., Ltd."
121080210,Derivative assets -Non-current - Foreign excha risk - FV adj,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
121080310,Derivative assets -Non-current - Interest risk- FV adj.,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
121080000,Derivative assets - Non-current,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
121000000,Other non-current financial assets,11,2021,1158201427.56,"E0750 - Siam Kraft Industry Co., Ltd."
122010100,Investments in subsidiaries - Cost,11,2021,32064782914.110004,"E0750 - Siam Kraft Industry Co., Ltd."
122010000,Investments in subsidiaries,11,2021,32064782914.110004,"E0750 - Siam Kraft Industry Co., Ltd."
122000000,"Investments in subsidiaries, joint ventures and associates",11,2021,32064782914.110004,"E0750 - Siam Kraft Industry Co., Ltd."
123020100,Other receivable - Non-current,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
123020300,Prepaid expenses - Royalty fee & License - Non-current,11,2021,31601912.51,"E0750 - Siam Kraft Industry Co., Ltd."
123020310,Prepaid Expense-Rent-Non-current,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
123020390,Prepaid expenses - Other - Non-current,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
123020500,Deposits for import duty,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
123020510,Deposits - Paid - Non-current,11,2021,1872055.73,"E0750 - Siam Kraft Industry Co., Ltd."
123020000,Other receivables - Non-current,11,2021,33473968.24,"E0750 - Siam Kraft Industry Co., Ltd."
123000000,Other non-current receivables,11,2021,33473968.24,"E0750 - Siam Kraft Industry Co., Ltd."
125010100,Investment property - Land & Land improvements,11,2021,83405443.47,"E0750 - Siam Kraft Industry Co., Ltd."
125010110,Accumulated depreciation -IP- Land & Land improvements,11,2021,-51928207.75,"E0750 - Siam Kraft Industry Co., Ltd."
125010000,Investment property - Land & Land improvements,11,2021,31477235.72,"E0750 - Siam Kraft Industry Co., Ltd."
125000000,Investment property,11,2021,31477235.72,"E0750 - Siam Kraft Industry Co., Ltd."
126010100,Land,11,2021,17685578.43,"E0750 - Siam Kraft Industry Co., Ltd."
126010200,Land improvements,11,2021,839264910.26,"E0750 - Siam Kraft Industry Co., Ltd."
126010210,Accumulated depreciation  - Land improvements,11,2021,-458178945.14,"E0750 - Siam Kraft Industry Co., Ltd."
126010000,Land and Land improvements,11,2021,398771543.55,"E0750 - Siam Kraft Industry Co., Ltd."
126020100,Building and structures,11,2021,5424760493.38,"E0750 - Siam Kraft Industry Co., Ltd."
126020110,Accumulated depreciation  - Building and structures,11,2021,-3048173943.15,"E0750 - Siam Kraft Industry Co., Ltd."
126020000,Building and structures,11,2021,2376586550.23,"E0750 - Siam Kraft Industry Co., Ltd."
126025100,Machinery and equipment,11,2021,32521893109.2,"E0750 - Siam Kraft Industry Co., Ltd."
126025110,Accumulated depreciation  - Machinery&equipment,11,2021,-21644878627.19,"E0750 - Siam Kraft Industry Co., Ltd."
126025000,Machinery and equipment,11,2021,10877014482.01,"E0750 - Siam Kraft Industry Co., Ltd."
126030100,Transportation equipment,11,2021,109666909.82,"E0750 - Siam Kraft Industry Co., Ltd."
126030110,Accumulated depreciation and - Transportation equipment,11,2021,-71859806.96,"E0750 - Siam Kraft Industry Co., Ltd."
126030000,Transportation equipment,11,2021,37807102.86,"E0750 - Siam Kraft Industry Co., Ltd."
126035100,Office furniture and equipment,11,2021,618975311.27,"E0750 - Siam Kraft Industry Co., Ltd."
126035110,Accumulated depreciation - Office furniture&equipment,11,2021,-527568538.44,"E0750 - Siam Kraft Industry Co., Ltd."
126035000,Office furniture and equipment,11,2021,91406772.83,"E0750 - Siam Kraft Industry Co., Ltd."
126040100,Construction work in progress,11,2021,1093565611.41,"E0750 - Siam Kraft Industry Co., Ltd."
126040000,Construction work in progress,11,2021,1093565611.41,"E0750 - Siam Kraft Industry Co., Ltd."
126060100,ROU - Land and land improvements,11,2021,488661336.8,"E0750 - Siam Kraft Industry Co., Ltd."
126060110,ROU - Accumulated depreciation - Land and land improvements,11,2021,-44553544.36,"E0750 - Siam Kraft Industry Co., Ltd."
126060000,ROU - Land and land improvements,11,2021,444107792.44,"E0750 - Siam Kraft Industry Co., Ltd."
126065100,ROU - Building and structures,11,2021,79693067.74,"E0750 - Siam Kraft Industry Co., Ltd."
126065110,ROU - Accumulated depreciation - Building and structures,11,2021,-48573870.82,"E0750 - Siam Kraft Industry Co., Ltd."
126065000,ROU - Building and structures,11,2021,31119196.92,"E0750 - Siam Kraft Industry Co., Ltd."
126070100,ROU - Plant machinery and equipment,11,2021,11181976.25,"E0750 - Siam Kraft Industry Co., Ltd."
126070110,ROU - Accum. depreciation - Plant machinery and equipment,11,2021,-3476568.34,"E0750 - Siam Kraft Industry Co., Ltd."
126070000,ROU - Plant machinery and equipment,11,2021,7705407.91,"E0750 - Siam Kraft Industry Co., Ltd."
126075100,ROU - Transportation equipment,11,2021,84082876.48,"E0750 - Siam Kraft Industry Co., Ltd."
126075110,ROU - Accumulated depreciation - Transportation equipment,11,2021,-26266090.38,"E0750 - Siam Kraft Industry Co., Ltd."
126075000,ROU - Transportation equipment,11,2021,57816786.1,"E0750 - Siam Kraft Industry Co., Ltd."
126080100,ROU - Office furniture and equipment,11,2021,31135754.4,"E0750 - Siam Kraft Industry Co., Ltd."
126080110,ROU - Accum. depreciation - Office furniture and equipment,11,2021,-10456750.68,"E0750 - Siam Kraft Industry Co., Ltd."
126080000,ROU - Office furniture and equipment,11,2021,20679003.72,"E0750 - Siam Kraft Industry Co., Ltd."
126000000,"Property, plant and equipment",11,2021,15436580249.98,"E0750 - Siam Kraft Industry Co., Ltd."
127010100,Goodwill,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
127010000,Goodwill,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
127000000,Goodwill,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
127110100,Software licenses,11,2021,453382410.32,"E0750 - Siam Kraft Industry Co., Ltd."
127110110,Accumulated amortization - Software licenses,11,2021,-372639332.31,"E0750 - Siam Kraft Industry Co., Ltd."
127110000,Software licenses,11,2021,80743078.01,"E0750 - Siam Kraft Industry Co., Ltd."
127115100,"Patent, copyright and trade secret - Purchase from outside",11,2021,2100000.0,"E0750 - Siam Kraft Industry Co., Ltd."
127115110,"Accum. Amortize- Patent, copyright & trade secret-Purchase",11,2021,-1066684.93,"E0750 - Siam Kraft Industry Co., Ltd."
127115000,"Patent, copyright and trade secret - Purchase from outside",11,2021,1033315.07,"E0750 - Siam Kraft Industry Co., Ltd."
127120100,"Patent, copyright and trade secret - Self development",11,2021,11642625.3,"E0750 - Siam Kraft Industry Co., Ltd."
127120110,"Accum. Amort.-Patent,copyright&trade secret - Self develop",11,2021,-532689.98,"E0750 - Siam Kraft Industry Co., Ltd."
127120000,"Patent, copyright and trade secret - Self development",11,2021,11109935.32,"E0750 - Siam Kraft Industry Co., Ltd."
127130100,Intangible assets from development process (RMA),11,2021,38072815.64,"E0750 - Siam Kraft Industry Co., Ltd."
127130110,Accum. Amortize- Intangible assets from development (RMA),11,2021,-3647065.09,"E0750 - Siam Kraft Industry Co., Ltd."
127130000,Intangible assets from development process (RMA),11,2021,34425750.55,"E0750 - Siam Kraft Industry Co., Ltd."
127135100,Intangible assets work in progress (AUC),11,2021,47834095.41,"E0750 - Siam Kraft Industry Co., Ltd."
127135000,Intangible assets work in progress (AUC),11,2021,47834095.41,"E0750 - Siam Kraft Industry Co., Ltd."
127155100,Intangible Assets - Others,11,2021,1000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
127155110,Accumulated amortization - Intangible Assets - Others,11,2021,-500092.6,"E0750 - Siam Kraft Industry Co., Ltd."
127155000,Intangible assets - Others,11,2021,499907.4,"E0750 - Siam Kraft Industry Co., Ltd."
127100000,Other intangible assets,11,2021,175646081.76,"E0750 - Siam Kraft Industry Co., Ltd."
128010100,Deferred income tax-Receivables,11,2021,18744533.83,"E0750 - Siam Kraft Industry Co., Ltd."
128010150,Deferred income tax-Inventories,11,2021,5687612.18,"E0750 - Siam Kraft Industry Co., Ltd."
128010300,"Deferred income tax-Property, plant and equipment",11,2021,1292.01,"E0750 - Siam Kraft Industry Co., Ltd."
128010500,Deferred income tax-Employee benefits,11,2021,131635864.18,"E0750 - Siam Kraft Industry Co., Ltd."
128010550,Deferred income tax-Provisions,11,2021,52064077.51,"E0750 - Siam Kraft Industry Co., Ltd."
128010650,Deferred income tax-Leases-Leasee,11,2021,3994736.37,"E0750 - Siam Kraft Industry Co., Ltd."
128010800,Deferred income tax-Derivative,11,2021,3589212.68,"E0750 - Siam Kraft Industry Co., Ltd."
128010900,Deferred income tax-Loss carry forward,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
128010990,Deferred income tax-Others,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
128010999,Deferred income tax-DTA-Offseting,11,2021,-215717328.76,"E0750 - Siam Kraft Industry Co., Ltd."
128010000,Deferred tax assets,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
128000000,Deferred tax assets,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
120000000,Total non-current assets,11,2021,48900161877.369995,"E0750 - Siam Kraft Industry Co., Ltd."
100000000,Total assets,11,2021,58886557005.82001,"E0750 - Siam Kraft Industry Co., Ltd."
211020100,Short-term borrowings from financial institutions,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
211020200,Promissory notes from financial institutions,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
211020000,Short-term borrowings from financial institutions,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
211000000,Bank overdrafts & ST borrowings from financial institutions,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
212010100,Trade payables - Related parties,11,2021,-1249151147.08,"E0750 - Siam Kraft Industry Co., Ltd."
212010200,Trade payables - Other parties,11,2021,-1552199021.85,"E0750 - Siam Kraft Industry Co., Ltd."
212010000,Trade payables,11,2021,-2801350168.93,"E0750 - Siam Kraft Industry Co., Ltd."
212020100,Other payables - Purchase of investments,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
212020110,"Other payables - Property, plant and equipment",11,2021,-77633004.54,"E0750 - Siam Kraft Industry Co., Ltd."
212020190,Other payables - Others,11,2021,-222791428.26,"E0750 - Siam Kraft Industry Co., Ltd."
212020200,Employee payables,11,2021,-882414.78,"E0750 - Siam Kraft Industry Co., Ltd."
212020310,Accrued interest expenses,11,2021,-16008854.9,"E0750 - Siam Kraft Industry Co., Ltd."
212020320,Accrued interest expenses - ROU,11,2021,-1754512.97,"E0750 - Siam Kraft Industry Co., Ltd."
212020330,Accrued expenses -  Wages / Bonus / MSP,11,2021,-269069506.15,"E0750 - Siam Kraft Industry Co., Ltd."
212020340,Accrued expenses -  Contract labour and Wages from outside,11,2021,-1099776.15,"E0750 - Siam Kraft Industry Co., Ltd."
212020350,Accrued expenses -  Freight / Delivery expenses,11,2021,-43195773.94,"E0750 - Siam Kraft Industry Co., Ltd."
212020360,Accrued expenses -  Rebate,11,2021,-30929367.89,"E0750 - Siam Kraft Industry Co., Ltd."
212020370,Accrued expenses -  Sale promotion / Commission / Royalty,11,2021,-5674908.41,"E0750 - Siam Kraft Industry Co., Ltd."
212020390,Accrued exp. - Electric/Power/Water/Insurance/Factory,11,2021,-8687410.25,"E0750 - Siam Kraft Industry Co., Ltd."
212020400,Accrued exp. - professional and consultant fee,11,2021,-596083.37,"E0750 - Siam Kraft Industry Co., Ltd."
212020410,Accrued expenses - Concession and royalty fee,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
212020420,Accrued expenses - Rent,11,2021,-68770.7,"E0750 - Siam Kraft Industry Co., Ltd."
212020450,Accrued expenses -  Tax,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
212020460,Accrued expenses&Unbilled trade payable-Goods&Services,11,2021,-26067521.85,"E0750 - Siam Kraft Industry Co., Ltd."
212020490,Accrued expenses - Others,11,2021,-987090.3,"E0750 - Siam Kraft Industry Co., Ltd."
212020600,Deposits - Received,11,2021,-6216500.0,"E0750 - Siam Kraft Industry Co., Ltd."
212020610,Vendor retention,11,2021,-10239500.76,"E0750 - Siam Kraft Industry Co., Ltd."
212020700,Deferred rent income,11,2021,-13543.98,"E0750 - Siam Kraft Industry Co., Ltd."
212020900,Revenue Department & Others government tax payble,11,2021,-7008637.98,"E0750 - Siam Kraft Industry Co., Ltd."
212020910,Employee income tax deducted at source,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
212020920,Income tax deducted at source by company,11,2021,-10422480.68,"E0750 - Siam Kraft Industry Co., Ltd."
212020930,Value added tax (Output tax > Input tax),11,2021,-26152614.26,"E0750 - Siam Kraft Industry Co., Ltd."
212020940,VAT Output Tax-Deferred (Payable),11,2021,-287389.37,"E0750 - Siam Kraft Industry Co., Ltd."
212020000,Other payables,11,2021,-765787091.49,"E0750 - Siam Kraft Industry Co., Ltd."
212030100,Contract liabilities,11,2021,-40291049.81,"E0750 - Siam Kraft Industry Co., Ltd."
212030000,Current contract liabilities,11,2021,-40291049.81,"E0750 - Siam Kraft Industry Co., Ltd."
212000000,Trade and other current payables,11,2021,-3607428310.23,"E0750 - Siam Kraft Industry Co., Ltd."
213000200,Current portion of long-term borrowings - other parties,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
213000000,Current portion of long-term borrowings,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
215000100,Current portion AP - Lease liabilities,11,2021,-84501739.54,"E0750 - Siam Kraft Industry Co., Ltd."
215000110,Current portion deferred interest expense-Lease liabilities,11,2021,22442838.04,"E0750 - Siam Kraft Industry Co., Ltd."
215000000,Current portion of lease liabilities,11,2021,-62058901.5,"E0750 - Siam Kraft Industry Co., Ltd."
216000100,Short-term borrowings - Related parties,11,2021,-31877454112.31,"E0750 - Siam Kraft Industry Co., Ltd."
216000000,Short-term borrowings,11,2021,-31877454112.31,"E0750 - Siam Kraft Industry Co., Ltd."
217000100,Income tax payable,11,2021,-268325785.59,"E0750 - Siam Kraft Industry Co., Ltd."
217000000,Income tax payable,11,2021,-268325785.59,"E0750 - Siam Kraft Industry Co., Ltd."
218010100,Provision accumulated absence,11,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd."
218010000,Current provisions for employee benefits,11,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd."
218020100,Short-term provisions-Contingent Consideration-Investments,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
218020000,Other current provisions,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
218030210,Derivative liabilities - Foreign exchange risk-FV adj.,11,2021,-17765304.34,"E0750 - Siam Kraft Industry Co., Ltd."
218030000,Derivative liabilities,11,2021,-17765304.34,"E0750 - Siam Kraft Industry Co., Ltd."
218090100,Other current liabilities - others,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
218090000,Other current liabilities - others,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
218000000,Other current liabilities,11,2021,-40265807.34,"E0750 - Siam Kraft Industry Co., Ltd."
210000000,Total current liabilities,11,2021,-35855532916.96999,"E0750 - Siam Kraft Industry Co., Ltd."
221000200,Long-term borrowings - other parties,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
221000000,Long-term borrowings,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
222000100,Long-term lease liabilities,11,2021,-927622646.67,"E0750 - Siam Kraft Industry Co., Ltd."
222000200,Long-term deferred interest expense - Lease liabilities,11,2021,411552363.72,"E0750 - Siam Kraft Industry Co., Ltd."
222000000,Lease liabilities,11,2021,-516070282.95,"E0750 - Siam Kraft Industry Co., Ltd."
223020300,Accrued dividend expenses - Non-current,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
223020610,Vendor retention - Non-current,11,2021,-6158989.83,"E0750 - Siam Kraft Industry Co., Ltd."
223020000,Other payables - Non-current,11,2021,-6158989.83,"E0750 - Siam Kraft Industry Co., Ltd."
223000000,Trade and other non-current payables,11,2021,-6158989.83,"E0750 - Siam Kraft Industry Co., Ltd."
225000200,Deferred income tax-Tax Coupon,11,2021,-2196506.39,"E0750 - Siam Kraft Industry Co., Ltd."
225000250,Deferred income tax-Investments,11,2021,-70248712.12,"E0750 - Siam Kraft Industry Co., Ltd."
225000300,"Deferred income tax-Property, plant and equipment",11,2021,-323052920.78,"E0750 - Siam Kraft Industry Co., Ltd."
225000350,Deferred income tax-Intangible assets,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
225000800,Deferred income tax-Derivative,11,2021,-1477407.9,"E0750 - Siam Kraft Industry Co., Ltd."
225000990,Deferred income tax-Others,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
225000999,Deferred income tax-DTL-Offseting,11,2021,215717328.76,"E0750 - Siam Kraft Industry Co., Ltd."
225000900,Deferred income tax-Different between  exchange buying rate,11,2021,-0.01,"E0750 - Siam Kraft Industry Co., Ltd."
225000000,Deferred tax liabilities,11,2021,-181258218.44,"E0750 - Siam Kraft Industry Co., Ltd."
226000100,Legal serverance payment,11,2021,-608415289.41,"E0750 - Siam Kraft Industry Co., Ltd."
226000300,Long service award,11,2021,-22551213.43,"E0750 - Siam Kraft Industry Co., Ltd."
226000000,Non-current provisions for employee benefits,11,2021,-630966502.84,"E0750 - Siam Kraft Industry Co., Ltd."
227010210,Derivative liabilities-Foreign exch risk -FV adj-Non-current,11,2021,-180759.07,"E0750 - Siam Kraft Industry Co., Ltd."
227010000,Derivative liabilities-Non-current,11,2021,-180759.07,"E0750 - Siam Kraft Industry Co., Ltd."
227000000,Other non-current liabilities,11,2021,-180759.07,"E0750 - Siam Kraft Industry Co., Ltd."
220000000,Total Non-current liabilities,11,2021,-1334634753.13,"E0750 - Siam Kraft Industry Co., Ltd."
200000000,Total liabilities,11,2021,-37190167670.1,"E0750 - Siam Kraft Industry Co., Ltd."
311100100,Issued & Paid Share capital - Preferred stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
311100000,Issued & Paid Share capital - Preferred stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
311500100,Issued & Paid Share capital - Common stock,11,2021,-3450000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
311500000,Issued & Paid Share capital - Common stock,11,2021,-3450000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
312100100,(Premium)Discount on share capital - Preferred stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
312100000,(Premium)Discount on share capital - Preferred stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
312500100,(Premium) Discount  on share capital - Common stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
312500000,(Premium) Discount  on share capital - Common stock,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
313500100,Surplus - treasury shares,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
313500000,Surplus - treasury shares,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
315100100,Retained earnings - Appropriated - Legal reserve,11,2021,-345000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
315100000,Retained earnings - Appropriated - Legal reserve,11,2021,-345000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
315500100,Retained earning-Unappropriated-Beginning,11,2021,-16085899077.88,"E0750 - Siam Kraft Industry Co., Ltd."
315500110,Retained earning-Unappropriated-Adjust,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
315500200,Profit/Loss for the period,11,2021,-2569495409.36,"E0750 - Siam Kraft Industry Co., Ltd."
315500300,Final Dividend,11,2021,1035000000.0,"E0750 - Siam Kraft Industry Co., Ltd."
315500500,Transfer to Legal Reserve,11,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd."
