gl_account_number,gl_account_name,gl_month,gl_year,gl_amount,gl_src,scd_active,scd_start,scd_end
217000100,Income tax payable,12,2021,-62058901.5,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
217000000,Income tax payable,12,2021,-31877454112.31,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218010100,Provision accumulated absence,12,2021,-31877454112.31,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218010000,Current provisions for employee benefits,12,2021,-268325785.59,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218020100,Short-term provisions-Contingent Consideration-Investments,12,2021,-268325785.59,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218020000,Other current provisions,12,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218030210,Derivative liabilities - Foreign exchange risk-FV adj.,12,2021,-22500503.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218030000,Derivative liabilities,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218090100,Other current liabilities - others,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218090000,Other current liabilities - others,12,2021,-17765304.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
218000000,Other current liabilities,12,2021,-17765304.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
219900200,Interco.elim.offset-Accrued expenses,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
219900000,Other current liabilities - Intercompany eliminations offset,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
210000000,Total current liabilities,12,2021,-40265807.34,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
221000200,Long-term borrowings - other parties,12,2021,-35855532916.96999,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
221000000,Long-term borrowings,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
222000100,Long-term lease liabilities,12,2021,0.0,"E0750 - Siam Kraft Industry Co., Ltd.",1,2021-12-01,
